USER           PID  PPID     VSZ    RSS WCHAN  PC S NAME                        COMM                       
root           243     2       0      0 rescuer_thread 0 I [DIAG_CTRL]          2
root           244     2       0      0 rescuer_thread 0 I [DIAG_DATA]          2
root           245     2       0      0 rescuer_thread 0 I [DIAG_CMD]           2
root           246     2       0      0 rescuer_thread 0 I [DIAG_DCI_DATA]      2
root           247     2       0      0 rescuer_thread 0 I [DIAG_DCI_CMD]       2
root           248     2       0      0 rescuer_thread 0 I [CDSP_CNTL]          2
root           249     2       0      0 rescuer_thread 0 I [CDSP_DATA]          2
root           250     2       0      0 rescuer_thread 0 I [CDSP_CMD]           2
root           251     2       0      0 rescuer_thread 0 I [CDSP_DCI]           2
root           252     2       0      0 rescuer_thread 0 I [CDSP_DCI_CMD]       2
root           253     2       0      0 rescuer_thread 0 I [NPU_CNTL]           2
root           254     2       0      0 rescuer_thread 0 I [NPU_DATA]           2
root           255     2       0      0 rescuer_thread 0 I [NPU_CMD]            2
root           256     2       0      0 rescuer_thread 0 I [NPU_DCI]            2
root           257     2       0      0 rescuer_thread 0 I [NPU_DCI_CMD]        2
root           258     2       0      0 rescuer_thread 0 I [DIAG_RPMSG_DIAG]    2
root           259     2       0      0 rescuer_thread 0 I [DIAG_RPMSG_DIAG]    2
root           260     2       0      0 rescuer_thread 0 I [DIAG_RPMSG_DIAG]    2
root           261     2       0      0 rescuer_thread 0 I [DIAG_RPMSG_DIAG]    2
root           262     2       0      0 rescuer_thread 0 I [DIAG_RPMSG_DIAG]    2
root           264     2       0      0 rescuer_thread 0 I [diag_mhi_MDM]       2
root           266     2       0      0 rescuer_thread 0 I [DIAG_USB_diag_m]    2
root           268     2       0      0 rescuer_thread 0 I [diag_mhi_MDM_DC]    2
root           269     2       0      0 rescuer_thread 0 I [diag_dci_MDM_DC]    2
root           271     2       0      0 rescuer_thread 0 I [diag_mhi_MDM_2]     2
root           272     2       0      0 rescuer_thread 0 I [DIAG_USB_diag_m]    2
root           273     2       0      0 rescuer_thread 0 I [diag_mhi_MDM_DC]    2
root           274     2       0      0 rescuer_thread 0 I [diag_dci_MDM_DC]    2
root           275     2       0      0 rescuer_thread 0 I [kgsl-workqueue]     2
root           276     2       0      0 rescuer_thread 0 I [kgsl-mementry]      2
root           277     2       0      0 kthread_worker_fn 0 S [kgsl_worker_thr] 2
root           278     2       0      0 kthread_worker_fn 0 S [kgsl_signal_fen] 2
root           281     2       0      0 __qseecom_unregister_listener_kthread_func 0 S [qseecom-unreg-l] 2
root           282     2       0      0 __qseecom_unload_app_kthread_func 0 S [qseecom-unload-] 2
root           284     2       0      0 irq_thread 0 S [irq/141-arm-smm]        2
root           285     2       0      0 irq_thread 0 S [irq/142-arm-smm]        2
root           286     2       0      0 irq_thread 0 S [irq/143-arm-smm]        2
root           287     2       0      0 rescuer_thread 0 I [qcrypto_seq_res]    2
root           288     2       0      0 irq_thread 0 S [irq/144-arm-smm]        2
root           309     2       0      0 scsi_error_handler 0 S [scsi_eh_0]      3
root           310     2       0      0 rescuer_thread 0 I [scsi_tmf_0]         3
root           311     2       0      0 rescuer_thread 0 I [ufs_pm_qos_0]       3
root           313     2       0      0 rescuer_thread 0 I [ufs_recovery_wq]    3
root           314     2       0      0 rescuer_thread 0 I [ufs_clk_gating_]    3
root           315     2       0      0 rescuer_thread 0 I [ice-set-key]        3
root           316     2       0      0 rescuer_thread 0 I [ufs_clkscaling_]    3
root           317     2       0      0 rescuer_thread 0 I [bond0]              3
root           318     2       0      0 irq_thread 0 S [irq/145-arm-smm]        3
root           323     2       0      0 rescuer_thread 0 I [k_ipa_usb]          3
root           327     2       0      0 rescuer_thread 0 I [tp_async]           3
root           332     2       0      0 diag_socket_read 0 S [kworker/u16:13+MODEM_DCI_CMD] 3
root           336     2       0      0 rescuer_thread 0 I [speedup_resume_]    3
root           337     2       0      0 rescuer_thread 0 I [lcd_trigger_loa]    3
root           338     2       0      0 rescuer_thread 0 I [touch_up_wq]        3
root           339     2       0      0 irq_thread 0 S [irq/288-i2c_pmi]        3
root           340     2       0      0 irq_thread 0 S [irq/146-arm-smm]        3
root           342     2       0      0 irq_thread 0 S [irq/49-qcom,tem]        3
root           343     2       0      0 irq_thread 0 S [irq/268-limits_]        3
root           344     2       0      0 irq_thread 0 S [irq/269-limits_]        3
root           345     2       0      0 irq_thread 0 S [irq/269-limits_]        3
root           346     2       0      0 worker_thread 0 I [kworker/0:1H-kblockd] 3
root           347     2       0      0 worker_thread 0 I [kworker/1:1H-kblockd] 3
root           348     2       0      0 worker_thread 0 I [kworker/2:1H-kblockd] 3
root           349     2       0      0 worker_thread 0 I [kworker/3:1H-kblockd] 3
root           350     2       0      0 worker_thread 0 I [kworker/4:1H-kblockd] 3
root           351     2       0      0 worker_thread 0 I [kworker/5:1H-kblockd] 3
root           352     2       0      0 worker_thread 0 I [kworker/6:1H-kblockd] 3
root           353     2       0      0 worker_thread 0 I [kworker/7:1H-kblockd] 3
root           354     2       0      0 rescuer_thread 0 I [dm_bufio_cache]     3
root           355     2       0      0 irq_thread 0 S [irq/75-KRYO L3-]        3
root           356     2       0      0 rescuer_thread 0 I [memlat_wq]          3
root           357     2       0      0 irq_thread 0 S [irq/147-arm-smm]        3
root           358     2       0      0 irq_thread 0 S [irq/148-arm-smm]        3
root           359     2       0      0 rescuer_thread 0 I [uaudio_svc]         3
root           360     2       0      0 rescuer_thread 0 I [msm_vidc_worker]    3
root           361     2       0      0 rescuer_thread 0 I [pm_workerq_venu]    3
root           362     2       0      0 rescuer_thread 0 I [vidc_core_workq]    3
root           363     2       0      0 irq_thread 0 S [irq/149-arm-smm]        3
root           364     2       0      0 irq_thread 0 S [irq/150-arm-smm]        3
root           365     2       0      0 irq_thread 0 S [irq/151-arm-smm]        3
root           366     2       0      0 irq_thread 0 S [irq/152-arm-smm]        3
root           367     2       0      0 irq_thread 0 S [irq/153-arm-smm]        3
root           368     2       0      0 irq_thread 0 S [irq/154-arm-smm]        3
root           369     2       0      0 irq_thread 0 S [irq/155-arm-smm]        3
root           370     2       0      0 irq_thread 0 S [irq/156-arm-smm]        3
root           371     2       0      0 irq_thread 0 S [irq/157-arm-smm]        3
root           372     2       0      0 irq_thread 0 S [irq/158-arm-smm]        3
root           373     2       0      0 rescuer_thread 0 I [cam-cpas]           3
root           374     2       0      0 rescuer_thread 0 I [qcom,cam_virtua]    3
root           375     2       0      0 rescuer_thread 0 I [qcom,cam170-cpa]    3
root           376     2       0      0 rescuer_thread 0 I [cam_cci_wq]         3
root           377     2       0      0 rescuer_thread 0 I [cam_cci_wq]         3
root           378     2       0      0 rescuer_thread 0 I [cam_cci_wq]         3
root           379     2       0      0 rescuer_thread 0 I [cam_cci_wq]         3
root           380     2       0      0 rescuer_thread 0 I [dsi_dma_cmd_wor]    3
root           381     2       0      0 rescuer_thread 0 I [dsi_dma_cmd_wor]    3
root           382     2       0      0 kthread_worker_fn 0 S [oppo_ffl]        3
root           383     2       0      0 irq_thread 0 S [irq/133-arm-smm]        3
root           384     2       0      0 irq_thread 0 S [irq/159-arm-smm]        3
root           385     2       0      0 kthread_worker_fn 0 S [crtc_commit:111] 3
root           386     2       0      0 kthread_worker_fn 0 S [crtc_event:111]  3
root           387     2       0      0 kthread_worker_fn 0 S [crtc_commit:164] 3
root           388     2       0      0 kthread_worker_fn 0 S [crtc_event:164]  3
root           389     2       0      0 kthread_worker_fn 0 S [pp_event]        3
root           390     2       0      0 rescuer_thread 0 I [ipv6_addrconf]      3
root           391     2       0      0 rescuer_thread 0 I [workqueue_sla]      3
root           393     2       0      0 irq_thread 0 S [irq/121-arm-smm]        3
root           394     2       0      0 irq_thread 0 S [irq/122-arm-smm]        3
root           395     2       0      0 irq_thread 0 S [irq/123-arm-smm]        3
root           396     2       0      0 rescuer_thread 0 I [kgsl-events]        3
root           397     2       0      0 rescuer_thread 0 I [kgsl_devfreq_wq]    3
root           404     2       0      0 rescuer_thread 0 I [npu_general_wq]     4
root           410     2       0      0 shortc_thread_main 0 D [shortc_thread]  4
root           412     2       0      0 irq_thread 0 S [irq/297-chgr-er]        4
root           413     2       0      0 irq_thread 0 S [irq/298-chg-sta]        4
root           414     2       0      0 irq_thread 0 S [irq/305-otg-fai]        4
root           416     2       0      0 irq_thread 0 S [irq/309-high-du]        4
root           417     2       0      0 irq_thread 0 S [irq/310-input-c]        4
root           418     2       0      0 irq_thread 0 S [irq/312-switche]        4
root           419     2       0      0 irq_thread 0 S [irq/313-bat-tem]        4
root           420     2       0      0 irq_thread 0 S [irq/314-bat-ov]         4
root           421     2       0      0 irq_thread 0 S [irq/315-bat-low]        4
root           422     2       0      0 irq_thread 0 S [irq/316-bat-the]        4
root           423     2       0      0 irq_thread 0 S [irq/317-bat-ter]        4
root           424     2       0      0 irq_thread 0 S [irq/320-usbin-c]        4
root           425     2       0      0 irq_thread 0 S [irq/321-usbin-v]        4
root           426     2       0      0 irq_thread 0 S [irq/322-usbin-u]        4
root           427     2       0      0 irq_thread 0 S [irq/323-usbin-o]        4
root           428     2       0      0 irq_thread 0 S [irq/324-usbin-p]        4
root           429     2       0      0 irq_thread 0 S [irq/326-usbin-s]        4
root           430     2       0      0 irq_thread 0 S [irq/327-usbin-i]        4
root           431     2       0      0 irq_thread 0 S [irq/329-dcin-uv]        4
root           432     2       0      0 irq_thread 0 S [irq/330-dcin-ov]        4
root           433     2       0      0 irq_thread 0 S [irq/331-dcin-pl]        4
root           434     2       0      0 irq_thread 0 S [irq/333-dcin-po]        4
root           435     2       0      0 irq_thread 0 S [irq/334-dcin-en]        4
root           436     2       0      0 irq_thread 0 S [irq/335-typec-o]        4
root           437     2       0      0 irq_thread 0 S [irq/337-typec-c]        4
root           438     2       0      0 irq_thread 0 S [irq/338-typec-v]        4
root           439     2       0      0 irq_thread 0 S [irq/340-typec-a]        4
root           440     2       0      0 irq_thread 0 S [irq/341-typec-l]        4
root           441     2       0      0 irq_thread 0 S [irq/343-wdog-sn]        4
root           442     2       0      0 irq_thread 0 S [irq/344-wdog-ba]        4
root           443     2       0      0 irq_thread 0 S [irq/346-aicl-do]        4
root           444     2       0      0 irq_thread 0 S [irq/347-smb-en]         4
root           445     2       0      0 irq_thread 0 S [irq/349-temp-ch]        4
root           446     2       0      0 irq_thread 0 S [irq/296-ccdetec]        4
root           447     2       0      0 oppo_tbatt_power_off_kthread 0 S [tbatt_pwroff] 4
root           448     2       0      0 oppo_usbtemp_monitor_main 0 S [usbtemp_kthread] 4
root           449     2       0      0 irq_thread 0 S [irq/28-qcom,tem]        4
root           450     2       0      0 irq_thread 0 S [irq/33-qcom,tem]        4
root           451     2       0      0 irq_thread 0 S [irq/51-thr-int-]        4
root           452     2       0      0 irq_thread 0 S [irq/32-thr-int-]        4
root           453     2       0      0 irq_thread 0 S [irq/67-thr-int-]        4
root           454     2       0      0 rescuer_thread 0 I [byte-cntr]          4
root           455     2       0      0 irq_thread 0 S [irq/213-smp2p]          4
root           460     2       0      0 irq_thread 0 S [irq/41-sig-tx]          4
root           461     2       0      0 irq_thread 0 S [irq/42-sig-rx]          4
root           462     2       0      0 irq_thread 0 S [irq/215-pwr_eve]        4
root           463     2       0      0 irq_thread 0 S [irq/214-dp_hs_p]        4
root           464     2       0      0 irq_thread 0 S [irq/217-dm_hs_p]        4
root           465     2       0      0 irq_thread 0 S [irq/216-ss_phy_]        4
root           466     2       0      0 try_core_ctl 0 S [core_ctl/0]           4
root           467     2       0      0 try_core_ctl 0 S [core_ctl/6]           4
root           468     2       0      0 try_core_ctl 0 S [core_ctl/7]           4
root           469     2       0      0 rescuer_thread 0 I [rq_stats]           4
root           470     2       0      0 events_notify_userspace 0 S [msm_perf:events] 4
root           471     2       0      0 process_cdsp_request_thread 0 S [cdsprm-wq] 4
root           472     2       0      0 rescuer_thread 0 I [cdsprm-wq-delay]    4
root           474     2       0      0 irq_thread 0 S [irq/160-arm-smm]        4
root           475     2       0      0 irq_thread 0 S [irq/161-arm-smm]        4
root           476     2       0      0 irq_thread 0 S [irq/162-arm-smm]        4
root           477     2       0      0 irq_thread 0 S [irq/163-arm-smm]        4
root           478     2       0      0 irq_thread 0 S [irq/164-arm-smm]        4
root           479     2       0      0 irq_thread 0 S [irq/165-arm-smm]        4
root           480     2       0      0 irq_thread 0 S [irq/166-arm-smm]        4
root           481     2       0      0 irq_thread 0 S [irq/167-arm-smm]        4
root           483     2       0      0 irq_thread 0 S [irq/168-arm-smm]        4
root           484     2       0      0 irq_thread 0 S [irq/169-arm-smm]        4
root           485     2       0      0 irq_thread 0 S [irq/170-arm-smm]        4
root           486     2       0      0 irq_thread 0 S [irq/171-arm-smm]        4
root           487     2       0      0 irq_thread 0 S [irq/351-rf_cabl]        4
root           488     2       0      0 irq_thread 0 S [irq/172-arm-smm]        4
root           489     2       0      0 rescuer_thread 0 I [sb-1]               4
root           490     2       0      0 ngd_slim_rx_msgq_thread 0 S [ngd_rx_thread1] 4
root           491     2       0      0 ngd_notify_slaves 0 S [ngd_notify_sl1]  4
root           492     2       0      0 rescuer_thread 0 I [silfp_wq]           4
root           493     2       0      0 irq_thread 0 S [irq/70-qpnp_fla]        4
root           494     2       0      0 irq_thread 0 S [irq/69-qpnp_fla]        4
root           495     2       0      0 irq_thread 0 S [irq/68-qpnp_fla]        4
root           500     2       0      0 rescuer_thread 0 I [kdmflush]           5
root           501     2       0      0 rescuer_thread 0 I [kdmflush]           5
root           502     2       0      0 rescuer_thread 0 I [kdmflush]           5
root           503     2       0      0 rescuer_thread 0 I [kdmflush]           5
root           504     2       0      0 rescuer_thread 0 I [kdmflush]           5
root           505     2       0      0 rescuer_thread 0 I [kdmflush]           5
root           506     2       0      0 rescuer_thread 0 I [kdmflush]           5
root           507     2       0      0 rescuer_thread 0 I [kdmflush]           5
root           508     2       0      0 rescuer_thread 0 I [kdmflush]           5
root           509     2       0      0 kjournald2 0 S [jbd2/sda7-8]            5
root           510     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           511     2       0      0 issue_discard_thread 0 S [ext4_discard-8:] 5
root           512     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           513     2       0      0 issue_discard_thread 0 S [ext4_discard-25] 5
root           514     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           515     2       0      0 issue_discard_thread 0 S [ext4_discard-25] 5
root           516     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           517     2       0      0 issue_discard_thread 0 S [ext4_discard-25] 5
root           518     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           519     2       0      0 issue_discard_thread 0 S [ext4_discard-25] 5
root           520     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           521     2       0      0 issue_discard_thread 0 S [ext4_discard-25] 5
root           522     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           523     2       0      0 issue_discard_thread 0 S [ext4_discard-25] 5
root           524     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           526     2       0      0 issue_discard_thread 0 S [f2fs_discard-25] 5
root           527     2       0      0 gc_thread_func 0 S [f2fs_gc-253:8]      5
root           528     1   34368   8492 do_sys_poll 0 S init                    init
root           529     1   33344   7540 do_sys_poll 0 S init                    init
root           530     1   35524   8536 do_sys_poll 0 S ueventd                 init
root           542     2       0      0 rescuer_thread 0 I [apr_driver]         5
logd           545     1  243408  24284 __arm64_sys_rt_sigsuspend 0 S logd      logd
system         546     1   29496   4152 binder_ioctl_write_read 0 S servicemanager servicemanager
system         547     1   36116   7396 do_epoll_wait 0 S hwservicemanager      hwservicemanager
system         548     1   30160   4208 binder_ioctl_write_read 0 S vndservicemanager vndservicemanager
system         551     1 2292652   6772 __arm64_sys_rt_sigsuspend 0 S qseecomd  qseecomd
system         552     1 2130008   5884 binder_ioctl_write_read 0 S android.hardware.keymaster@4.0-service-qti android.hardware.keymaster@4.0-service-qti
system         553     1 2148192   5724 binder_ioctl_write_read 0 S vendor.qti.hardware.qseecom@1.0-service vendor.qti.hardware.qseecom@1.0-service
root           564     1  109304   9564 binder_ioctl_write_read 0 S vold        vold
root           574     2       0      0 kjournald2 0 S [jbd2/sda6-8]            5
root           575     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           576     2       0      0 issue_discard_thread 0 S [ext4_discard-8:] 5
root           577     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           578     2       0      0 issue_discard_thread 0 S [ext4_discard-25] 5
root           579     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           580     2       0      0 issue_discard_thread 0 S [ext4_discard-25] 5
root           583     2       0      0 kjournald2 0 S [jbd2/sda2-8]            5
root           584     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           585     2       0      0 issue_discard_thread 0 S [ext4_discard-8:] 5
root           586     2       0      0 kjournald2 0 S [jbd2/sde9-8]            5
root           587     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           588     2       0      0 issue_discard_thread 0 S [ext4_discard-8:] 5
root           595     2       0      0 kjournald2 0 S [jbd2/sdf7-8]            5
root           596     2       0      0 rescuer_thread 0 I [ext4-rsv-conver]    5
root           597     2       0      0 issue_discard_thread 0 S [ext4_discard-8:] 5
radio          599     1 2128792   3072 do_select 0 S ipacm-diag                ipacm-diag
system         601     1 2162872   4120 do_sys_poll 0 S sscrpcd                 sscrpcd
system         602     1 2128108   5032 binder_ioctl_write_read 0 S android.hardware.atrace@1.0-service android.hardware.atrace@1.0-service
